district_code,district,taluk_code,taluk,village_code,village,block_panchayat_code,block_panchayat,gram_panchayat_code,gram_panchayat
536,Dharwad,5473,Dharwad,602203,Jeeragiwad,6157,Dharwad,217646,Kotabagi
536,Dharwad,5473,Dharwad,602293,Kabbenur,6157,Dharwad,217639,Harobelawadi
536,Dharwad,5473,Dharwad,602257,Kalakeri,6157,Dharwad,217643,Kalakeri
536,Dharwad,5473,Dharwad,602243,Kallapur,6157,Dharwad,217661,Ramapur
536,Dharwad,5473,Dharwad,602292,Kalle,6157,Dharwad,217660,Pudkalakatti
536,Dharwad,5473,Dharwad,602205,Kallur,6157,Dharwad,217646,Kotabagi
536,Dharwad,5473,Dharwad,602306,Kanakur,6157,Dharwad,217644,Kanakur
536,Dharwad,5473,Dharwad,602289,Kanavihonnapura,6157,Dharwad,217667,Yerikoppa
536,Dharwad,5473,Dharwad,602299,Karadigudda,6157,Dharwad,217645,Karadigudda
536,Dharwad,5473,Dharwad,602304,Kavalgeri,6157,Dharwad,217644,Kanakur
536,Dharwad,5473,Dharwad,602272,Kelageri Rural,6157,Dharwad,217649,Kyarakoppa
536,Dharwad,5473,Dharwad,602235,Khanapur-M-Narendra,6157,Dharwad,217658,Narendra
536,Dharwad,5473,Dharwad,602200,Khanapur-M-Tadakod,6157,Dharwad,217638,Hangarki
536,Dharwad,5473,Dharwad,602204,Kotabagi,6157,Dharwad,217646,Kotabagi
536,Dharwad,5473,Dharwad,602226,Kotur,6157,Dharwad,217647,Kotur
536,Dharwad,5473,Dharwad,602233,Kumbapur-M-Narendra,6157,Dharwad,217658,Narendra
536,Dharwad,5473,Dharwad,602222,Kummanayakanakoppa,6157,Dharwad,217647,Kotur
536,Dharwad,5473,Dharwad,602216,Kurabagatti,6157,Dharwad,217648,Kurbagatti
536,Dharwad,5473,Dharwad,602261,Kyarkoppa,6157,Dharwad,217649,Kyarakoppa
536,Dharwad,5473,Dharwad,602229,Lakamapur,6157,Dharwad,217666,Yadawad
536,Dharwad,5473,Dharwad,602262,Lalagatti,6157,Dharwad,217643,Kalakeri
536,Dharwad,5473,Dharwad,602206,Lokur,6157,Dharwad,217650,Lokur
536,Dharwad,5473,Dharwad,602198,Madanabhavi,6157,Dharwad,217651,Madhanbhavi
536,Dharwad,5473,Dharwad,938699,Madikoppa,6157,Dharwad,301643,Guledakoppa
536,Dharwad,5473,Dharwad,602280,Mallur,6157,Dharwad,217635,Devarhubbali
536,Dharwad,5473,Dharwad,602287,Managundi,6157,Dharwad,217652,Managundi
536,Dharwad,5473,Dharwad,602255,Mandihal,6157,Dharwad,217653,Mandihal
536,Dharwad,5473,Dharwad,602220,Mangalagatti,6157,Dharwad,217648,Kurbagatti
536,Dharwad,5473,Dharwad,602283,Mansur,6157,Dharwad,273021,Manasura
536,Dharwad,5473,Dharwad,602313,Maradagi,6157,Dharwad,217654,Maradagi
536,Dharwad,5473,Dharwad,602302,Marewad,6157,Dharwad,217655,Marewad
536,Dharwad,5473,Dharwad,602258,Mavinakoppa,6157,Dharwad,217637,Halligeri
536,Dharwad,5473,Dharwad,602256,Mugad,6157,Dharwad,217656,Mugad
536,Dharwad,5473,Dharwad,602209,Mugali,6157,Dharwad,217651,Madhanbhavi
536,Dharwad,5473,Dharwad,602219,Mulamuttal,6157,Dharwad,217648,Kurbagatti
536,Dharwad,5473,Dharwad,602269,Mummigatti,6157,Dharwad,217657,Mummigatti
536,Dharwad,5473,Dharwad,602265,Murakatti,6157,Dharwad,217635,Devarhubbali
536,Dharwad,5473,Dharwad,602231,Narendra,6157,Dharwad,217658,Narendra
536,Dharwad,5473,Dharwad,602288,Nayakanahulikatti,6157,Dharwad,217667,Yerikoppa
536,Dharwad,5473,Dharwad,602221,Neeralakatti,6157,Dharwad,217633,Belur
536,Dharwad,5473,Dharwad,602281,Nigadi,6157,Dharwad,217659,Nigadi
536,Dharwad,5473,Dharwad,602298,Pudakalakatti,6157,Dharwad,217660,Pudkalakatti
536,Dharwad,5473,Dharwad,602246,Ramapur,6157,Dharwad,217661,Ramapur
536,Dharwad,5473,Dharwad,602291,Saibankoppa,6157,Dharwad,217665,Uppin Betageri
536,Dharwad,5473,Dharwad,602278,Salakinkoppa,6157,Dharwad,273021,Manasura
536,Dharwad,5473,Dharwad,602208,Shedbal,6157,Dharwad,217638,Hangarki
536,Dharwad,5473,Dharwad,602217,Shibaragatti,6157,Dharwad,217650,Lokur
536,Dharwad,5473,Dharwad,602223,Shinganahalli,6157,Dharwad,217647,Kotur
536,Dharwad,5473,Dharwad,602315,Shivalli,6157,Dharwad,217662,Shivalli
536,Dharwad,5473,Dharwad,602314,Somapur (Allapur),6157,Dharwad,217654,Maradagi
536,Dharwad,5473,Dharwad,602202,Tadakod,6157,Dharwad,217663,Tadakoda
536,Dharwad,5473,Dharwad,602307,Talwai,6157,Dharwad,217644,Kanakur
536,Dharwad,5473,Dharwad,602211,Tegur,6157,Dharwad,217664,Tegur
536,Dharwad,5473,Dharwad,602301,Thimmapura-M-Amminabhavi,6157,Dharwad,217655,Marewad
536,Dharwad,5473,Dharwad,602201,Thimmapur-M-Tadakod,6157,Dharwad,217663,Tadakoda
536,Dharwad,5473,Dharwad,602296,Uppinbetageri,6157,Dharwad,217665,Uppin Betageri
536,Dharwad,5473,Dharwad,602308,Vanahalli,6157,Dharwad,217644,Kanakur
536,Dharwad,5473,Dharwad,602245,Veerapur,6157,Dharwad,217661,Ramapur
536,Dharwad,5473,Dharwad,602224,Venkatapur,6157,Dharwad,301643,Guledakoppa
536,Dharwad,5473,Dharwad,602253,Waravanagalavi,6157,Dharwad,217653,Mandihal
536,Dharwad,5473,Dharwad,602218,Yadwad,6157,Dharwad,217666,Yadawad
536,Dharwad,5473,Dharwad,602286,Yerikoppa,6157,Dharwad,217667,Yerikoppa
536,Dharwad,5475,Hubballi,602410,Adargunchi,6158,Hubballi,217668,Adargunchi
536,Dharwad,5475,Hubballi,602431,Agadi,6158,Hubballi,273022,Agadi
536,Dharwad,5475,Hubballi,602406,Anchatgeri,6158,Hubballi,217669,Anchatgeri
536,Dharwad,5475,Hubballi,602385,A.Timmasagar,6158,Hubballi,217669,Anchatgeri
536,Dharwad,5475,Hubballi,602427,B.Aralikatti,6158,Hubballi,217670,B.Aralikatti
536,Dharwad,5475,Hubballi,602418,Belegali,6158,Hubballi,217671,Belagali
536,Dharwad,5475,Hubballi,602394,Bhandiwad,6158,Hubballi,273023,Bhandiwada
536,Dharwad,5475,Hubballi,602422,Bommasamudra,6158,Hubballi,217671,Belagali
536,Dharwad,5475,Hubballi,602408,Budarsingi,6158,Hubballi,217678,Katnur
536,Dharwad,5475,Hubballi,602389,Byahatti,6158,Hubballi,217672,Byahatti
536,Dharwad,5475,Hubballi,602413,Channapur,6158,Hubballi,273024,Channapura
536,Dharwad,5475,Hubballi,602414,Chavargudd,6158,Hubballi,273024,Channapura
536,Dharwad,5475,Hubballi,602426,Chebbi,6158,Hubballi,217673,Chabbi
536,Dharwad,5475,Hubballi,602402,Devargudihal,6158,Hubballi,273025,Devaragudihal
536,Dharwad,5475,Hubballi,602405,Gangiwal,6158,Hubballi,217683,Rayanal
536,Dharwad,5475,Hubballi,602417,Giriyal,6158,Hubballi,217678,Katnur
536,Dharwad,5475,Hubballi,602396,Halyal,6158,Hubballi,217674,Hallyal
536,Dharwad,5475,Hubballi,602390,Hebsur,6158,Hubballi,217675,Hebsur
536,Dharwad,5475,Hubballi,602416,Inam-Veerapur,6158,Hubballi,217671,Belagali
536,Dharwad,5475,Hubballi,602393,Ingalhalli,6158,Hubballi,217676,Ingalhalli
536,Dharwad,5475,Hubballi,602425,Kamplikop,6158,Hubballi,217686,Varur
536,Dharwad,5475,Hubballi,602423,Karadikop,6158,Hubballi,217677,Kardikoppa
536,Dharwad,5475,Hubballi,602412,Katnur,6158,Hubballi,217678,Katnur
536,Dharwad,5475,Hubballi,602391,Kirasur,6158,Hubballi,273026,Kiresur
536,Dharwad,5475,Hubballi,602400,Koliwad,6158,Hubballi,217679,Koliwad
536,Dharwad,5475,Hubballi,602409,Kotgondhunshi,6158,Hubballi,217668,Adargunchi
536,Dharwad,5475,Hubballi,602424,Kurdikeri,6158,Hubballi,217677,Kardikoppa
536,Dharwad,5475,Hubballi,602392,Kusugal,6158,Hubballi,217680,Kusugal
536,Dharwad,5475,Hubballi,602401,Malligwad,6158,Hubballi,273028,Umachagi
536,Dharwad,5475,Hubballi,602395,Mantur,6158,Hubballi,217681,Mantur
536,Dharwad,5475,Hubballi,602407,Mavanur,6158,Hubballi,217678,Katnur
536,Dharwad,5475,Hubballi,602411,Murarhalli,6158,Hubballi,217668,Adargunchi
536,Dharwad,5475,Hubballi,602397,Nagarhalli,6158,Hubballi,217681,Mantur
536,Dharwad,5475,Hubballi,602419,Nulvi,6158,Hubballi,217682,Nulavi
536,Dharwad,5475,Hubballi,602421,Pale,6158,Hubballi,217671,Belagali
536,Dharwad,5475,Hubballi,602429,Palikop,6158,Hubballi,273022,Agadi
536,Dharwad,5475,Hubballi,602403,Parasapur,6158,Hubballi,273025,Devaragudihal
536,Dharwad,5475,Hubballi,602415,Ramapur,6158,Hubballi,273024,Channapura
536,Dharwad,5475,Hubballi,602404,Rayanal,6158,Hubballi,217683,Rayanal
536,Dharwad,5475,Hubballi,602382,Revadihal,6158,Hubballi,273025,Devaragudihal
536,Dharwad,5475,Hubballi,602420,Sherewad,6158,Hubballi,273027,Sharewada
536,Dharwad,5475,Hubballi,602398,Shirguppi,6158,Hubballi,217684,Shiraguppi
536,Dharwad,5475,Hubballi,602388,Sulla,6158,Hubballi,217685,Sulla
536,Dharwad,5475,Hubballi,602430,Tirumalkoppa,6158,Hubballi,273022,Agadi
536,Dharwad,5475,Hubballi,602399,Umachigi,6158,Hubballi,273028,Umachagi
536,Dharwad,5475,Hubballi,602428,Warur,6158,Hubballi,217686,Varur
536,Dharwad,5476,Kalghatgi,602484,Aladakatti,6159,Kalghatgi,217712,Tavargeri
536,Dharwad,5476,Kalghatgi,602513,Aralihonda,6159,Kalghatgi,217712,Tavargeri
536,Dharwad,5476,Kalghatgi,602447,Arebasankoppa,6159,Kalghatgi,217706,Muttagi
536,Dharwad,5476,Kalghatgi,602517,Astakatti,6159,Kalghatgi,217688,Beeravalli
536,Dharwad,5476,Kalghatgi,602491,Bagadageri,6159,Kalghatgi,273029,Bhogenagarakoppa
536,Dharwad,5476,Kalghatgi,602512,Bammigatti,6159,Kalghatgi,217687,Bammigatti
536,Dharwad,5476,Kalghatgi,602450,Bangittigudihal,6159,Kalghatgi,217702,Kuruvinakoppa
536,Dharwad,5476,Kalghatgi,602435,Basavarsikoppa,6159,Kalghatgi,217695,G.Basavankoppa
536,Dharwad,5476,Kalghatgi,602508,Beeravalli,6159,Kalghatgi,217688,Beeravalli
536,Dharwad,5476,Kalghatgi,602459,Begur,6159,Kalghatgi,217689,Begur
536,Dharwad,5476,Kalghatgi,602482,Belavantra,6159,Kalghatgi,217690,Belavantar
536,Dharwad,5476,Kalghatgi,602518,Bendalgatti,6159,Kalghatgi,217688,Beeravalli
536,Dharwad,5476,Kalghatgi,602464,Bhogenagarkoppa,6159,Kalghatgi,273029,Bhogenagarakoppa
536,Dharwad,5476,Kalghatgi,602460,Bisaralli,6159,Kalghatgi,217689,Begur
536,Dharwad,5476,Kalghatgi,602446,B.Shigigatti,6159,Kalghatgi,217706,Muttagi
536,Dharwad,5476,Kalghatgi,602506,Bullanaikanahulikatti,6159,Kalghatgi,217699,Guddadahulikati
536,Dharwad,5476,Kalghatgi,602452,Chalamatti,6159,Kalghatgi,217713,Ugginakeri
536,Dharwad,5476,Kalghatgi,602437,Dasanur,6159,Kalghatgi,217692,Devalingekoppa
536,Dharwad,5476,Kalghatgi,602468,Dastikoppa,6159,Kalghatgi,217691,Dastikoppa
536,Dharwad,5476,Kalghatgi,602436,Devalingikoppa,6159,Kalghatgi,217692,Devalingekoppa
536,Dharwad,5476,Kalghatgi,602480,Devikoppa,6159,Kalghatgi,217693,Devikoppa
536,Dharwad,5476,Kalghatgi,602456,Dhulikoppa,6159,Kalghatgi,217700,Hirehonnihalli
536,Dharwad,5476,Kalghatgi,602444,Dhummawad,6159,Kalghatgi,217694,Dummawad
536,Dharwad,5476,Kalghatgi,602478,Dimbavalli,6159,Kalghatgi,217708,Sulikatti
536,Dharwad,5476,Kalghatgi,602495,Dyamapur,6159,Kalghatgi,217709,Surashettikoppa
536,Dharwad,5476,Kalghatgi,602503,Dyavankonda,6159,Kalghatgi,217701,Jinnur
536,Dharwad,5476,Kalghatgi,602441,Galagi,6159,Kalghatgi,217696,Galagi
536,Dharwad,5476,Kalghatgi,602481,Galaginakatti,6159,Kalghatgi,217693,Devikoppa
536,Dharwad,5476,Kalghatgi,602443,Gambyapur,6159,Kalghatgi,217697,Gambyapur
536,Dharwad,5476,Kalghatgi,602492,Ganjigatti,6159,Kalghatgi,217698,Ganjigatti
536,Dharwad,5476,Kalghatgi,602438,G. Basavankoppa,6159,Kalghatgi,217695,G.Basavankoppa
536,Dharwad,5476,Kalghatgi,602507,Guddad Hulikatti,6159,Kalghatgi,217699,Guddadahulikati
536,Dharwad,5476,Kalghatgi,602483,Hanamapur,6159,Kalghatgi,217690,Belavantar
536,Dharwad,5476,Kalghatgi,602463,Harogeri,6159,Kalghatgi,217713,Ugginakeri
536,Dharwad,5476,Kalghatgi,602448,Hasarambi,6159,Kalghatgi,217696,Galagi
536,Dharwad,5476,Kalghatgi,602476,Hatakinhal,6159,Kalghatgi,217708,Sulikatti
536,Dharwad,5476,Kalghatgi,602499,Hindasgeri,6159,Kalghatgi,217703,Madakihonnahalli
536,Dharwad,5476,Kalghatgi,602455,Hirehonnihalli,6159,Kalghatgi,217700,Hirehonnihalli
536,Dharwad,5476,Kalghatgi,602490,Hulaginakoppa,6159,Kalghatgi,217711,Tambur
536,Dharwad,5476,Kalghatgi,602432,Hulakoppa,6159,Kalghatgi,217696,Galagi
536,Dharwad,5476,Kalghatgi,602458,Hullambi,6159,Kalghatgi,217689,Begur
536,Dharwad,5476,Kalghatgi,602439,Jammihal,6159,Kalghatgi,217692,Devalingekoppa
536,Dharwad,5476,Kalghatgi,602500,Jinnur,6159,Kalghatgi,217701,Jinnur
536,Dharwad,5476,Kalghatgi,602486,Junjanbail,6159,Kalghatgi,217711,Tambur
536,Dharwad,5476,Kalghatgi,602453,Kadankoppa,6159,Kalghatgi,217713,Ugginakeri
536,Dharwad,5476,Kalghatgi,602472,Kalakundi,6159,Kalghatgi,217708,Sulikatti
536,Dharwad,5476,Kalghatgi,602461,Kamadhenu,6159,Kalghatgi,217713,Ugginakeri
536,Dharwad,5476,Kalghatgi,602477,Kandli,6159,Kalghatgi,217708,Sulikatti
536,Dharwad,5476,Kalghatgi,602434,Kannenaikankoppa,6159,Kalghatgi,217695,G.Basavankoppa
536,Dharwad,5476,Kalghatgi,602442,Karlakoppa,6159,Kalghatgi,217696,Galagi
536,Dharwad,5476,Kalghatgi,602504,K. Hunishikatti,6159,Kalghatgi,217705,Mukkal
536,Dharwad,5476,Kalghatgi,602465,Kudalgi,6159,Kalghatgi,217707,Sangameshwar
536,Dharwad,5476,Kalghatgi,602451,Kurankoppa,6159,Kalghatgi,217702,Kuruvinakoppa
536,Dharwad,5476,Kalghatgi,602440,Lingankoppa,6159,Kalghatgi,217697,Gambyapur
536,Dharwad,5476,Kalghatgi,602471,Madkihonnihalli,6159,Kalghatgi,217703,Madakihonnahalli
536,Dharwad,5476,Kalghatgi,602498,Malkankoppa,6159,Kalghatgi,217701,Jinnur
536,Dharwad,5476,Kalghatgi,602474,Masalikatti,6159,Kalghatgi,217708,Sulikatti
536,Dharwad,5476,Kalghatgi,602462,Mishrikoti,6159,Kalghatgi,217704,Mishrikoti
536,Dharwad,5476,Kalghatgi,602509,Mukkall,6159,Kalghatgi,217705,Mukkal
536,Dharwad,5476,Kalghatgi,602449,Muttagi,6159,Kalghatgi,217706,Muttagi
536,Dharwad,5476,Kalghatgi,602494,Naganur,6159,Kalghatgi,217709,Surashettikoppa
536,Dharwad,5476,Kalghatgi,602433,Neerasagar,6159,Kalghatgi,217695,G.Basavankoppa
536,Dharwad,5476,Kalghatgi,602479,Nehru Nagar,6159,Kalghatgi,217693,Devikoppa
536,Dharwad,5476,Kalghatgi,602514,Nelliharvi,6159,Kalghatgi,217687,Bammigatti
536,Dharwad,5476,Kalghatgi,602496,Parasapur,6159,Kalghatgi,217699,Guddadahulikati
536,Dharwad,5476,Kalghatgi,602515,Rajajinagar,6159,Kalghatgi,217687,Bammigatti
536,Dharwad,5476,Kalghatgi,602516,Rajivanagar,6159,Kalghatgi,217688,Beeravalli
536,Dharwad,5476,Kalghatgi,602469,Ramanal,6159,Kalghatgi,217691,Dastikoppa
536,Dharwad,5476,Kalghatgi,602467,Rangapur,6159,Kalghatgi,217689,Begur
536,Dharwad,5476,Kalghatgi,602473,Sangameshwar,6159,Kalghatgi,217707,Sangameshwar
536,Dharwad,5476,Kalghatgi,602487,Sangatikoppa,6159,Kalghatgi,217711,Tambur
536,Dharwad,5476,Kalghatgi,602470,Sangedevarkoppa,6159,Kalghatgi,217703,Madakihonnahalli
536,Dharwad,5476,Kalghatgi,602489,Shiddanabhavi,6159,Kalghatgi,217711,Tambur
536,Dharwad,5476,Kalghatgi,602457,Shivanagar,6159,Kalghatgi,217706,Muttagi
536,Dharwad,5476,Kalghatgi,602501,Shivanapur,6159,Kalghatgi,217690,Belavantar
536,Dharwad,5476,Kalghatgi,602485,Singanahalli,6159,Kalghatgi,217711,Tambur
536,Dharwad,5476,Kalghatgi,602497,Solargoppa,6159,Kalghatgi,217699,Guddadahulikati
536,Dharwad,5476,Kalghatgi,602502,Somanakoppa,6159,Kalghatgi,217690,Belavantar
536,Dharwad,5476,Kalghatgi,602475,Sulikatti,6159,Kalghatgi,217708,Sulikatti
536,Dharwad,5476,Kalghatgi,602493,Surasettikoppa,6159,Kalghatgi,217709,Surashettikoppa
536,Dharwad,5476,Kalghatgi,602505,Tabakadhonnihalli,6159,Kalghatgi,217710,Tabakadahonnihalli
536,Dharwad,5476,Kalghatgi,602488,Tambur,6159,Kalghatgi,217711,Tambur
536,Dharwad,5476,Kalghatgi,602511,Tavargeri,6159,Kalghatgi,217712,Tavargeri
536,Dharwad,5476,Kalghatgi,602466,Tumarikoppa,6159,Kalghatgi,217689,Begur
536,Dharwad,5476,Kalghatgi,602454,Ugginakeri,6159,Kalghatgi,217713,Ugginakeri
536,Dharwad,5476,Kalghatgi,602510,Yalavadal,6159,Kalghatgi,217712,Tavargeri
536,Dharwad,5476,Kalghatgi,602445,Yammihatti,6159,Kalghatgi,217697,Gambyapur
536,Dharwad,5477,Kundgol,602562,Bagawad,6160,Kundgol,217721,Hiregunjal
536,Dharwad,5477,Kundgol,602561,Bardwad,6160,Kundgol,300566,Baradwada
536,Dharwad,5477,Kundgol,602559,Basapur,6160,Kundgol,217723,Hirenarti
536,Dharwad,5477,Kundgol,602544,Belligatti,6160,Kundgol,217729,Ramanakoppa
536,Dharwad,5477,Kundgol,602557,Benakanahalli,6160,Kundgol,217723,Hirenarti
536,Dharwad,5477,Kundgol,602525,Betadur,6160,Kundgol,217714,Betadur
536,Dharwad,5477,Kundgol,602523,Bilebal,6160,Kundgol,273031,Devanur
536,Dharwad,5477,Kundgol,602532,Bujruk Tarlaghatta,6160,Kundgol,217715,Bhu.Tarlagatta
536,Dharwad,5477,Kundgol,602533,Bullappanakoppa,6160,Kundgol,217715,Bhu.Tarlagatta
536,Dharwad,5477,Kundgol,602560,Chakalabbi,6160,Kundgol,273030,Chakalabbi
536,Dharwad,5477,Kundgol,602563,Chikkagunjal,6160,Kundgol,217721,Hiregunjal
536,Dharwad,5477,Kundgol,602530,Chikkaharakuni,6160,Kundgol,217722,Hireharkuni
536,Dharwad,5477,Kundgol,602555,Chikkanarti,6160,Kundgol,217735,Yeraguppi
536,Dharwad,5477,Kundgol,602524,Devanur,6160,Kundgol,273031,Devanur
536,Dharwad,5477,Kundgol,602575,Goudgeri,6160,Kundgol,217716,Goudageri
536,Dharwad,5477,Kundgol,602520,Gudenakatti,6160,Kundgol,217718,Gudenakatti
536,Dharwad,5477,Kundgol,602569,Gudgeri,6160,Kundgol,217717,Gudageri
536,Dharwad,5477,Kundgol,602539,Gurunahalli,6160,Kundgol,273032,Guruvinahalli
536,Dharwad,5477,Kundgol,602546,Hanamanahalli,6160,Kundgol,217728,Mattigatti
536,Dharwad,5477,Kundgol,602528,Hanchinal,6160,Kundgol,217727,Kubihal
536,Dharwad,5477,Kundgol,602570,Haralapur,6160,Kundgol,217720,Harlapur
536,Dharwad,5477,Kundgol,602540,Hirebudihal,6160,Kundgol,217724,Ingalagi
536,Dharwad,5477,Kundgol,602564,Hiregunjal,6160,Kundgol,217721,Hiregunjal
536,Dharwad,5477,Kundgol,602531,Hireharakuni,6160,Kundgol,217722,Hireharkuni
536,Dharwad,5477,Kundgol,602558,Hirenarti,6160,Kundgol,217723,Hirenarti
536,Dharwad,5477,Kundgol,602566,Hosahalli,6160,Kundgol,273030,Chakalabbi
536,Dharwad,5477,Kundgol,602536,Hosakatti,6160,Kundgol,217729,Ramanakoppa
536,Dharwad,5477,Kundgol,602526,Inamkoppa,6160,Kundgol,217714,Betadur
536,Dharwad,5477,Kundgol,602548,Ingalagi,6160,Kundgol,217724,Ingalagi
536,Dharwad,5477,Kundgol,602543,Jigalur,6160,Kundgol,217729,Ramanakoppa
536,Dharwad,5477,Kundgol,602572,Kalas,6160,Kundgol,217725,Kalas
